report_id,name,brand,barcode,pack_size,seller_label,product_url,data_source,analyzed_at,quality_score,tier,nova_group,nova_penalty,efsa_penalty,macro_penalty,trans_fat_penalty,trans_fat_gate_legacy,palm_oil_penalty,positive_buffer,energy_kcal,protein_g,carbohydrate_g,sugars_g,fat_g,saturated_fat_g,trans_fat_g,fiber_g,sodium_mg,pack_size_grams,who_breach_count,who_breaches,additive_flag_count,cleared_additives_count,eu_banned_count,harmful_dye_count,who_sweetener_count,controversial_additive_count,banned_in_eu_count,restricted_in_eu_count,warning_in_eu_count,permitted_in_eu_count,max_evidence_strength,ingredient_text_length
live-ba2566b8-a67b-4271-8328-6651617dd7ae,Lay's India's Magic Masala Potato Chips,Lay's,8901491101416,80 g,JioMart,https://www.jiomart.com/product/lays-indias-magic-masala-potato-chips-80-g-mffmyr-7517977,gemini-estimated,2026-08-18T16:34:33.307Z,19,hazardous,4,30,0,60.6,20,,0,9.1,551,6.8,53.8,4.2,34.6,15.6,0.1,3.8,780,80,2,saturatedFat;sodium,2,1,0,0,0,0,0,0,0,2,1,258
live-2bc80c21-d272-46d0-ad3c-4ec502945b72,Pringles Grab N Go Sour Cream & Onion Potato Chips,Pringles,038000138127,40 g,JioMart,https://www.jiomart.com/product/pringles-grab-n-go-sour-cream-onion-potato-chips-40-g-mffn9z-7542290,gemini-estimated,2026-08-18T16:35:27.039Z,55,healthy,4,30,0,24.8,,0,0,9.6,536,4.8,57.1,4.8,31.7,8.5,0,4.8,732,40,2,saturatedFat;sodium,2,1,0,0,0,0,0,0,0,2,2,444
live-4f1e402a-b15c-4cfe-8509-48f948261ed3,Pringles Grab N Go Original Potato Chips,Pringles,038000138101,40 g,JioMart,https://www.jiomart.com/product/pringles-grab-n-go-original-potato-chips-40-g-mffna0-7542370,gemini-estimated,2026-08-18T16:35:53.578Z,70,healthy,3,15,0,22.1,,0,0,7.2,536,3.6,53.6,0,32.1,8.9,0,3.6,571,40,1,saturatedFat,0,0,0,0,0,0,0,0,0,0,0,205
live-4331ab21-7aa1-44df-be3e-71a83fedfb7c,Siyora Peri Peri Corn Chips Chips,Siyora,,175 g,Flipkart,https://www.flipkart.com/siyora-peri-corn-chips/p/itm6b70629e86039?pid=CHPHZ4GU4DEPEAZT&lid=LSTCHPHZ4GU4DEPEAZTBGARUC&marketplace=FLIPKART&q=lays+chips&store=eat%2Flng&srno=s_1_8&otracker=search&fm=organic&iid=e15bd022-3d85-4ae0-806b-a32982fd1eb4.CHPHZ4GU4DEPEAZT.SEARCH&ppt=None&ppn=None&ssid=gsnv9sf15c0000001787061023198&qH=deaf5f03ad75e38e&ov_redirect=true&ov_redirect=true,gemini-extracted,2026-08-18T16:36:26.289Z,78,healthy,3,15,0,21.2,,0,0,14.1,491,10.92,52.35,1,21.04,12.81,0,5.73,292.4,175,1,saturatedFat,1,0,0,0,0,0,0,0,0,1,1,52
live-c09145ee-0e58-4f1d-b2f7-dc6029b8c25d,"Siyora Multi Millet Mint Chips - Made from Ragi, Bajra and Jowar",Siyora,,125 g,Flipkart,https://www.flipkart.com/siyora-multi-millet-mint-chips-made-ragi-bajra-jowar/p/itmdf05f14fff9a2?pid=CHPHZ4GAHADHX73S&lid=LSTCHPHZ4GAHADHX73SCRLXTS&marketplace=FLIPKART&q=lays+chips&store=eat%2Flng&srno=s_1_9&otracker=search&fm=organic&iid=e15bd022-3d85-4ae0-806b-a32982fd1eb4.CHPHZ4GAHADHX73S.SEARCH&ppt=None&ppn=None&ssid=gsnv9sf15c0000001787061023198&qH=deaf5f03ad75e38e&ov_redirect=true&ov_redirect=true,gemini-extracted,2026-08-18T16:36:32.721Z,86,best,3,15,0,13.8,,0,0,14.6,503.95,10.87,49.85,1,21.75,7.92,0,6.12,214.7,125,1,saturatedFat,1,0,0,0,0,0,0,0,0,1,1,91
live-1c796b38-36d3-4193-8b55-ea81ad99da51,Lal Banana Chips Pepper Flavour,Lal,,250 g,Flipkart,https://www.flipkart.com/lal-banana-chips-pepper-flavour-crispy-spicy-wafers-kerala/p/itmce0d85a887149?pid=CHPHMBXHW3KUZR9G&lid=LSTCHPHMBXHW3KUZR9GLLC8KP&marketplace=FLIPKART&q=lays+chips&store=eat%2Flng&srno=s_1_11&otracker=search&fm=organic&iid=e15bd022-3d85-4ae0-806b-a32982fd1eb4.CHPHMBXHW3KUZR9G.SEARCH&ppt=None&ppn=None&ssid=gsnv9sf15c0000001787061023198&qH=deaf5f03ad75e38e&ov_redirect=true&ov_redirect=true,gemini-extracted,2026-08-18T16:36:50.079Z,61,healthy,3,15,0,25.8,,0,5,6.4,520,2.2,58,1.5,31,14,0,3.5,450,250,1,saturatedFat,0,0,0,0,0,0,0,0,0,0,0,100
live-6302ae39-301f-47c9-8265-520a855d4f12,Snaqz Healthy Chips And Makhana Combo,Snaaqz,,280 g,Flipkart,https://www.flipkart.com/snaaqz-snaqz-healthy-chips-makhana-combo-high-protein-gluten-free-no-palm-oii/p/itmc8390615c021f?pid=CHPHZZQEWHMKPS7W&lid=LSTCHPHZZQEWHMKPS7W93B7WC&marketplace=FLIPKART&q=lays+chips&store=eat%2Flng&srno=s_1_6&otracker=search&fm=organic&iid=e15bd022-3d85-4ae0-806b-a32982fd1eb4.CHPHZZQEWHMKPS7W.SEARCH&ppt=None&ppn=None&ssid=gsnv9sf15c0000001787061023198&qH=deaf5f03ad75e38e&ov_redirect=true&ov_redirect=true,gemini-extracted,2026-08-18T16:36:58.888Z,82,best,3,15,0,10.4,,0,0,7.2,497.5,6.86,64.89,5.46,23.39,0,0,2.54,520,280,0,,0,0,0,0,0,0,0,0,0,0,0,51
live-41f863e9-5be1-4c94-9bf8-9eba9b224825,Lay's Stax Original Potato Crisps Chips Can Pack Chips,Lay's,,163 g,Flipkart,https://www.flipkart.com/lay-s-stax-original-potato-crisps-chips-can-pack/p/itmc2a629c332177?pid=CHPHZK7Q7XMPEH5D&lid=LSTCHPHZK7Q7XMPEH5DZQOPRS&marketplace=FLIPKART&q=lays+chips&store=eat%2Flng&spotlightTagId=default_TrendingId_eat%2Flng&srno=s_1_1&otracker=search&fm=organic&iid=e15bd022-3d85-4ae0-806b-a32982fd1eb4.CHPHZK7Q7XMPEH5D.SEARCH&ppt=None&ppn=None&ssid=gsnv9sf15c0000001787061023198&qH=deaf5f03ad75e38e&ov_redirect=true&ov_redirect=true,gemini-extracted,2026-08-18T16:37:11.652Z,76,healthy,3,15,0,17.7,,0,0,8.3,500,6.67,56.67,3.33,26.67,3.33,0,3.33,433.33,163,0,,0,1,0,0,0,0,0,0,0,0,0,156
live-1708b874-afe1-42cd-a8ed-89372ea84119,Lay's Sensations Thai Sweet Chilli Flavoured Potato Chips,Lay's,,40 g,Flipkart,https://www.flipkart.com/lay-s-sensations-thai-sweet-chilli-flavoured-potato-chips-ready-to-eat/p/itm8342d62f6900e?pid=CHPHP2XAE3AEGYUY&lid=LSTCHPHP2XAE3AEGYUYDGSAGN&marketplace=FLIPKART&q=lays+chips&store=eat%2Flng&srno=s_1_2&otracker=search&fm=organic&iid=e15bd022-3d85-4ae0-806b-a32982fd1eb4.CHPHP2XAE3AEGYUY.SEARCH&ppt=None&ppn=None&ssid=gsnv9sf15c0000001787061023198&qH=deaf5f03ad75e38e&ov_redirect=true&ov_redirect=true,gemini-estimated,2026-08-18T16:37:18.721Z,40,not_healthy,4,30,0,40.1,20,,0,9.7,503,6.2,57,4.6,27,2.3,0.1,4.4,520,40,0,,1,2,0,0,0,0,0,0,0,1,1,327
live-cdcae430-f578-4a59-8bcb-765ace96b2ba,Lay's Original Potato Snack,Lay's,,65 g,Flipkart,https://www.flipkart.com/lay-s-original-potato-snack-crispy-corn-ready-to-eat-chips/p/itmbedecd26d59a3?pid=CHPHPFY6GYPWMR8Z&lid=LSTCHPHPFY6GYPWMR8ZK9FCBB&marketplace=FLIPKART&q=lays+chips&store=eat%2Flng&srno=s_1_4&otracker=search&fm=organic&iid=e15bd022-3d85-4ae0-806b-a32982fd1eb4.CHPHPFY6GYPWMR8Z.SEARCH&ppt=None&ppn=None&ssid=gsnv9sf15c0000001787061023198&qH=deaf5f03ad75e38e&ov_redirect=true&ov_redirect=true,gemini-extracted,2026-08-18T16:37:24.825Z,61,healthy,1,0,0,46.8,20,,0,8,530,5.5,58,0.5,31,14,0.1,3.5,500,65,1,saturatedFat,0,0,0,0,0,0,0,0,0,0,0,33
live-92fff5d6-50c8-446a-a118-0cf8f5ab2da1,Lay's Crunchy Biscuits Paprika & Mediterranean Herbs Flavour,Lay's,,150 g,Flipkart,https://www.flipkart.com/lay-s-crunchy-biscuits-paprika-mediterranean-herbs-flavour-ready-eat-chips/p/itm1bf4350c79784?pid=CHPHZYK5KWHUZBWM&lid=LSTCHPHZYK5KWHUZBWMUNOAE2&marketplace=FLIPKART&q=lays+chips&store=eat%2Flng&srno=s_1_3&otracker=search&fm=organic&iid=e15bd022-3d85-4ae0-806b-a32982fd1eb4.CHPHZYK5KWHUZBWM.SEARCH&ppt=None&ppn=None&ssid=gsnv9sf15c0000001787061023198&qH=deaf5f03ad75e38e&ov_redirect=true&ov_redirect=true,gemini-extracted,2026-08-18T16:37:30.921Z,74,healthy,2,5,0,24,,0,0,3,555,6,65,5,30,10,0,0,600,150,2,saturatedFat;sodium,0,0,0,0,0,0,0,0,0,0,0,26
live-3a4a8085-b172-437a-91e4-e222e8e4463b,Lay's Paysanne Tapenade Flavour Ridged Potato Chips,Lay's,,120 g,Flipkart,https://www.flipkart.com/lay-s-paysanne-tapenade-flavour-ridged-potato-chips/p/itm177c23d65aa99?pid=CHPHZKC3RBK7HYG7&lid=LSTCHPHZKC3RBK7HYG7OFEJAD&marketplace=FLIPKART&q=lays+chips&store=eat%2Flng&srno=s_1_5&otracker=search&fm=organic&iid=e15bd022-3d85-4ae0-806b-a32982fd1eb4.CHPHZKC3RBK7HYG7.SEARCH&ppt=None&ppn=None&ssid=gsnv9sf15c0000001787061023198&qH=deaf5f03ad75e38e&ov_redirect=true&ov_redirect=true,gemini-extracted,2026-08-18T16:37:37.370Z,81,best,3,15,0,13.6,,0,0,9.2,523,6.4,52,0.5,31,3.3,0,4,440,120,0,,1,0,0,0,0,0,0,0,0,1,1,107
live-cabfe8aa-a2eb-479a-9ba6-f483db0eaad3,Waffy Chocolate,Dukes,8901972058612,55 g,JioMart,https://www.jiomart.com/product/dukes-waffy-chocolate-wafers-55-g-mffms8-7503763,openfoodfacts,2026-08-18T17:07:18.781Z,0,hazardous,4,30,5,83.7,,0,5,1.7,500,3.33,70,46.67,23.33,10,0,0,83,55,2,sugars;saturatedFat,1,0,0,0,0,1,0,1,0,0,2,305
live-1d1a679b-beda-4745-a3c0-d200bc235070,Bingo No Rulz Baked Masala Curlz 80 g,Bingo,,80 g,JioMart,https://www.jiomart.com/product/bingo-no-rulz-baked-masala-curlz-80-g-mffmz4-7518737,gemini-estimated,2026-08-18T17:07:45.481Z,13,hazardous,4,30,0,59.5,20,,5,7.2,523,6.8,62.4,5.1,27.2,12.3,0.1,2.5,850,80,2,saturatedFat;sodium,3,2,0,0,0,0,0,0,0,3,2,333
live-9e8c70db-07d9-4b92-8ab8-6b6ff7e5de65,Too Yumm Bhoot Chips,Too Yumm,,79 g,JioMart,https://www.jiomart.com/product/too-yumm-bhoot-chips-82-g-mffmtm-7507136,gemini-estimated,2026-08-18T17:08:38.271Z,43,not_healthy,4,30,0,36.2,,0,0,8.7,542,6.8,64.5,3.2,28.5,12,0,3.5,850,79,2,saturatedFat;sodium,4,2,0,0,0,0,0,0,0,4,2,293
live-d36a10fd-4f9a-4337-87a8-bf2d012957ad,"YUM YUM Snackit 8 in 1 Millet Snack, High Protein & High Fiber Hing Jeera Namkeen 80g",YUM YUM,,80 g,Flipkart,https://www.flipkart.com/yum-snackit-8-1-millet-snack-high-protein-fiber-hing-jeera-namkeen-80g/p/itmd6a060a0a1492?pid=SNSHKFYZTCZMNY3N&lid=LSTSNSHKFYZTCZMNY3N2DUATM&marketplace=FLIPKART&q=too+yumm+wafers&store=eat&srno=s_1_23&otracker=search&fm=organic&iid=dec8bec6-88b0-46fc-90fe-8bdfca7b7c41.SNSHKFYZTCZMNY3N.SEARCH&ppt=None&ppn=None&ssid=upknwfqkkw0000001787061177492&qH=f9741ba4e79e5f37&ov_redirect=true&ov_redirect=true,gemini-extracted,2026-08-18T17:09:16.843Z,35,not_healthy,3,15,0,65.4,60,,0,15,407.79,18.87,62.85,7.35,8.99,1.48,0.3,3.98,177.9,80,1,transFat,1,0,0,0,0,0,0,0,0,1,1,274
live-531528f6-92d8-4977-aab0-2caab038f5e2,"shobha BANANA WAFER (ROCK SALT, BLACK PEPPER) Namkeen",shobha,,200 g,Flipkart,https://www.flipkart.com/shobha-banana-wafer-rock-salt-black-pepper-namkeen/p/itm8ef2b6bba2eb3?pid=SNSHG6XB7NRWG8Y4&lid=LSTSNSHG6XB7NRWG8Y4M19TOJ&marketplace=FLIPKART&q=too+yumm+wafers&store=eat&srno=s_1_26&otracker=search&fm=organic&iid=dec8bec6-88b0-46fc-90fe-8bdfca7b7c41.SNSHG6XB7NRWG8Y4.SEARCH&ppt=None&ppn=None&ssid=upknwfqkkw0000001787061177492&qH=f9741ba4e79e5f37&ov_redirect=true&ov_redirect=true,gemini-extracted,2026-08-18T17:09:23.411Z,69,healthy,3,15,0,12.6,,0,5,1.7,595.62,3.49,50.06,0.75,42.38,0,0,0,630.18,200,1,sodium,0,0,0,0,0,0,0,0,0,0,0,56
live-ef1a793b-8af4-4340-a87a-07592b22a7ed,Waffy - choco flavoured wafer roll,Dukes,8906009803777,250 g,JioMart,https://www.jiomart.com/product/dukes-waffy-choco-wafer-rolls-250-g-mffn5a-7532042,openfoodfacts,2026-08-18T17:09:28.594Z,0,hazardous,4,30,5,81.4,,1,5,2.7,470.8,5.4,75.7,47.1,16.5,7,0.1,0,116.1,250,2,sugars;saturatedFat,1,1,0,0,0,1,0,1,0,0,2,243
